date, pm25, pm10, o3, no2, so2, co
2020/10/21, 25, 29, 19, 10, , 
2020/10/22, 32, 12, 23, 8, , 
2020/10/23, 30, 7, 22, 4, , 
2020/10/24, 16, 6, 23, 5, , 
2020/10/25, 17, 10, 23, 6, , 
2020/10/26, 19, 10, 22, 8, , 
2020/10/27, 20, 13, 23, 6, , 
2020/10/28, 20, 12, 23, 9, , 
2020/10/29, 29, 11, 21, 7, , 
2020/10/30, 46, 12, 21, 8, , 
2020/10/31, 54, 5, 24, 3, , 
2020/11/1, 37, 7, 27, 4, , 
2020/11/2, 42, 14, 24, 9, , 
2020/11/3, 55, 14, 18, 18, , 
2020/11/4, 56, 25, 13, 17, , 
2020/11/5, 55, 24, 8, 14, , 
2020/11/6, 55, 27, 6, 18, , 
2020/11/7, 62, 17, 12, 14, , 
2020/11/8, 44, 22, 7, 20, , 
2020/11/9, 55, 15, 13, 17, , 
2020/11/10, 53, 14, 10, 10, , 
2020/11/17, 30, 18, 14, 15, , 
2020/11/18, 45, 13, 25, 8, , 
2020/11/19, 23, 14, 15, 16, , 
2020/11/20, 33, 18, 19, 13, , 
2020/11/21, 51, 19, 14, 14, , 
2020/11/22, 60, 18, 13, 18, , 
2020/11/23, 49, 24, 4, 19, , 
2020/11/24, 62, 28, 5, 21, , 
2020/11/25, 72, 44, 2, 27, , 
2020/11/26, 89, 46, , 22, , 
2020/11/27, 96, 34, 2, 18, , 
2020/11/28, 91, 20, 7, 14, , 
2020/11/29, 74, 29, 6, 15, , 
2020/12/9, 62, 15, 9, 13, , 
2020/12/10, 43, 10, 18, 15, , 
2020/12/11, 26, 12, 17, 10, , 
2020/12/12, 23, 11, 16, 11, , 
2020/12/13, 28, 10, 13, 13, , 
2020/12/14, 24, 10, 17, 14, , 
2020/12/15, 23, 15, 8, 17, , 
2020/7/2, 38, 11, 25, 5, , 
2020/7/3, 36, 10, 21, 3, , 
2020/7/4, 36, 5, 15, 2, , 
2020/7/5, 27, 5, 15, 2, , 
2020/7/6, 36, 17, 25, 4, , 
2020/7/7, 33, 16, 35, 7, , 
2020/7/8, 32, 12, 24, 5, , 
2020/7/9, 25, 12, 26, 5, , 
2020/7/10, 22, 9, 29, 5, , 
2020/7/11, 25, 13, 32, 7, , 
2020/7/12, 29, 14, 37, 6, , 
2020/7/13, 37, 16, 44, 8, , 
2020/7/14, 25, 11, 33, 5, , 
2020/7/15, 34, 14, 25, 7, , 
2020/7/16, 28, 13, 20, 6, , 
2020/7/17, 35, 14, 27, 9, , 
2020/7/18, 49, 18, 35, 8, , 
2020/7/19, 44, 17, 35, 7, , 
2020/7/20, 47, 20, 32, 6, , 
2020/7/21, 47, 21, 35, 8, , 
2020/7/27, 51, 13, 34, 7, , 
2020/7/28, 42, 13, 28, 3, , 
2020/7/29, 46, 15, 35, 8, , 
2020/7/30, 56, 23, 43, 14, , 
2020/7/31, 66, 31, 54, 20, , 
2020/8/1, 52, 15, 31, 5, , 
2020/8/2, 49, 10, 29, 4, , 
2020/8/3, 51, 10, 25, 6, , 
2020/8/4, 51, 15, 42, 7, , 
2020/8/5, 62, 19, 47, 12, , 
2020/8/6, 62, 28, 69, 19, , 
2020/8/7, 62, 26, 56, 19, , 
2020/8/8, 68, 26, 68, 22, , 
2020/8/9, 72, 24, 65, 10, , 
2020/8/10, 58, 20, 63, 11, , 
2020/8/12, 48, 22, 54, 13, , 
2020/8/13, 39, 17, 41, 7, , 
2020/9/17, 54, 30, 30, 10, , 
2020/9/18, 52, 32, 39, 15, , 
2020/9/19, 61, 25, 36, 14, , 
2020/9/20, 61, 21, 39, 14, , 
2020/9/21, 62, 30, 42, 17, , 
2020/9/22, 72, 34, 41, 18, , 
2020/9/23, 44, 15, 27, 6, , 
2020/9/24, 26, 9, 25, 5, , 
2020/9/25, 25, 10, 23, 6, , 
2020/9/26, 28, 11, 23, 5, , 
2020/9/27, 33, 9, 21, 5, , 
2020/9/28, 33, 10, 15, 11, , 
2020/9/29, 42, 13, 15, 13, , 
2020/9/30, 37, 13, 24, 11, , 
2020/4/1, 60, 19, 31, 10, , 
2020/4/3, 47, 16, 37, 9, , 
2020/4/4, 47, 14, 39, 7, , 
2020/4/5, 42, 13, 32, 9, , 
2020/4/6, 44, 19, 40, 12, , 
2020/4/7, 60, 22, 49, 27, , 
2020/4/8, 61, 29, 49, , , 
2020/4/9, 68, 30, 53, , , 
2020/4/10, 70, 23, 51, , , 
2020/4/11, 61, 19, 47, , , 
2020/4/22, 50, 27, 54, 13, , 
2020/4/23, 59, 26, 55, 13, , 
2020/4/24, 67, 21, 40, 4, , 
2020/4/25, 56, 20, 44, 4, , 
2020/4/26, 55, 16, 38, 9, , 
2020/4/27, 47, 6, 36, 4, , 
2020/4/28, 19, 6, 33, 4, , 
2020/4/29, 15, 5, 31, 3, , 
2020/4/30, 15, 7, 32, 3, , 
2020/5/1, 16, 10, 37, 3, , 
2020/5/2, 20, 10, 27, 4, , 
2020/5/3, 30, 12, 28, 7, , 
2020/5/4, 33, 21, 24, 7, , 
2020/5/5, 60, 17, 44, 8, , 
2020/5/6, 46, 22, 48, 14, , 
2020/5/7, 46, 21, 55, 9, , 
2020/5/8, 55, 14, 38, 8, , 
2020/5/9, 45, 13, 32, 5, , 
2020/5/10, 35, 23, 31, 4, , 
2020/5/11, 36, 16, 30, 6, , 
2020/5/12, 28, 18, 38, 9, , 
2020/5/13, 58, 15, 35, 7, , 
2020/5/14, 41, 18, 37, 9, , 
2020/5/15, 38, 17, 41, 10, , 
2020/5/16, 44, 12, 43, 7, , 
2020/5/17, 36, 14, 38, 9, , 
2020/5/18, 33, 13, 32, 9, , 
2020/5/19, 34, 11, 34, 9, , 
2020/5/20, 50, 15, 53, 11, , 
2020/5/21, 58, 11, 31, 9, , 
2020/5/22, 41, 14, 30, 4, , 
2020/5/23, 27, 15, 32, 3, , 
2020/5/24, 32, 17, 34, 10, , 
2020/5/25, 37, 18, 40, 12, , 
2020/5/26, 52, 19, 46, 11, , 
2020/5/27, 68, 16, 39, 7, , 
2020/5/28, 32, 16, 41, 8, , 
2020/5/29, 29, 15, 43, 10, , 
2020/5/30, 37, 11, 36, 6, , 
2020/5/31, 24, 12, 40, 7, , 
2020/6/1, 30, 22, 49, 17, , 
2020/6/2, 49, 21, 49, 12, , 
2020/6/3, 49, 17, 28, 11, , 
2020/6/4, 44, 10, 28, 4, , 
2020/6/5, 22, 7, 31, 3, , 
2020/6/6, 17, 8, 27, 5, , 
2020/6/7, 20, 12, 21, 10, , 
2020/6/8, 32, 14, 28, 8, , 
2020/6/9, 32, 21, 36, 12, , 
2020/6/10, 45, 16, 39, 10, , 
2020/6/11, 47, 8, 29, 7, , 
2020/6/12, 48, 7, 31, 6, , 
2020/6/13, 52, 8, 29, 2, , 
2020/6/14, 56, 9, 30, 3, , 
2020/6/15, 36, 8, 30, 4, , 
2020/6/16, 25, 8, 29, 6, , 
2020/6/17, 28, 9, 29, 5, , 
2020/6/18, 27, 11, 27, 5, , 
2020/6/19, 25, 9, 32, 10, , 
2020/6/20, 31, 9, 21, , , 
2020/6/21, 29, 21, 33, 8, , 
2020/6/22, 42, 22, 47, 13, , 
2020/6/23, 50, 23, 51, 13, , 
2020/6/24, 58, 23, 65, 11, , 
2020/6/25, 57, 22, 45, 8, , 
2020/6/26, 60, 11, 30, 4, , 
2020/6/27, 46, 8, 29, 2, , 
2020/6/28, 33, 10, 28, 3, , 
2020/6/29, 38, 11, 23, 3, , 
2020/6/30, 36, 7, 15, 3, , 
2020/3/3, 32, 14, 21, 19, , 
2020/3/4, 46, 15, 20, 17, , 
2020/3/5, 28, 10, 22, 15, , 
2020/3/6, 36, 14, 22, 16, , 
2020/3/7, 47, 17, 27, 16, , 
2020/3/8, 28, 13, 27, 8, , 
2020/3/9, 27, 12, 26, 10, , 
2020/3/10, 30, 4, 25, 8, , 
2020/3/11, 35, 6, 27, 6, , 
2020/3/12, 21, 11, 29, 7, , 
2020/3/13, 27, 17, 28, 8, , 
2020/3/14, 36, 13, 23, 10, , 
2020/3/15, 31, 13, 31, 12, , 
2020/3/16, 45, 18, 16, 21, , 
2020/3/17, 66, 29, 12, 25, , 
2020/3/18, 77, 33, 30, 23, , 
2020/3/19, 72, 29, 31, 19, , 
2020/3/20, 99, 39, 17, 10, , 
2020/3/21, 36, 11, 22, 4, , 
2020/3/22, 33, 10, 32, 3, , 
2020/3/23, 31, 10, 31, 5, , 
2020/3/24, 40, 12, 34, 7, , 
2020/3/25, 59, 20, 33, 11, , 
2020/3/26, 56, 21, 36, 9, , 
2020/3/27, 80, 34, 33, 14, , 
2020/3/28, 139, 55, 36, 11, , 
2019/11/20, 61, 19, 10, 20, , 
2019/11/21, 72, 21, 8, 19, , 
2019/11/22, 41, 11, 16, 16, , 
2019/11/23, 53, 13, 15, 15, , 
2019/11/24, 79, 19, 19, 17, , 
2019/11/25, 50, 14, 13, 15, , 
2019/11/26, 38, 10, 18, 14, , 
2019/11/27, 30, 8, 23, 9, , 
2019/4/6, 64, 22, 32, 17, , 
2019/4/7, 54, 7, 35, 12, , 
2019/4/8, 74, 25, 27, 26, , 
2019/4/9, 59, 22, 26, 25, , 
2019/4/10, 98, 39, 17, 20, , 
2019/4/11, 69, 30, 29, 17, , 
2019/4/12, 79, 32, 27, 17, , 
2019/4/13, 64, 22, 32, 16, , 
2019/4/14, 72, 25, 34, 15, , 
2019/4/15, 76, 31, 36, 20, , 
2019/4/16, 80, 25, 27, 19, , 
2019/4/17, 56, 20, 32, 19, , 
2019/4/18, 48, 21, 42, 18, , 
2019/4/19, 63, 28, 43, 29, , 
2019/5/29, 67, 14, 30, 11, , 
2019/5/30, 47, 7, 20, 5, , 
2019/5/31, 51, 14, 34, 12, , 
2019/6/1, 66, 16, 41, 17, , 
2019/6/2, 61, 14, 45, 9, , 
2019/6/3, 60, 13, 30, 9, , 
2019/6/4, 40, 16, 34, 14, , 
2019/6/5, 53, 12, 27, 12, , 
2019/6/6, 50, 10, 30, 7, , 
2019/6/7, 32, 9, 35, 8, , 
2019/6/8, 45, 15, 28, 4, , 
2019/6/9, 49, 13, 33, 16, , 
2019/6/10, 54, 9, 30, 7, , 
2019/6/11, 52, 11, 28, 16, , 
2019/1/22, 99, 32, 6, 21, , 
2019/1/23, 57, 14, 15, 21, , 
2019/1/24, 108, 38, 7, 27, , 
2019/1/25, 86, 27, 5, 25, , 
2019/1/26, 50, 8, 22, 14, , 
2019/1/27, 35, 7, 27, 9, , 
2019/1/28, 48, 14, 23, 17, , 
2019/1/29, 61, 16, 14, 24, , 
2019/1/30, 45, 8, 22, 17, , 
2019/1/31, 57, 11, 16, 21, , 
2019/2/1, 60, 17, 16, 26, , 
2019/2/2, 52, 17, 14, 19, , 
2019/2/3, 51, 14, 17, 19, , 
2019/2/4, 70, 17, 11, 24, , 
2019/2/5, 66, 16, 14, 22, , 
2019/2/6, 67, 16, 15, 19, , 
2019/2/7, 47, 12, 25, 14, , 
2019/2/8, 43, 13, 23, 11, , 
2019/2/19, 65, 18, 22, 18, , 
2019/2/20, 102, 34, 19, 34, , 
2019/2/21, 128, 53, 4, 41, , 
2019/2/22, 130, 59, 10, 39, , 
2019/2/23, 75, 26, 19, 21, , 
2019/2/24, 64, 22, 17, 25, , 
2019/2/25, 71, 32, 13, 29, , 
2019/2/26, 78, 41, 13, 33, , 
2019/2/27, 120, 54, 11, 42, , 
2019/2/28, 97, 31, 29, 23, , 
2019/3/1, 49, 13, 30, 15, , 
2019/3/5, 50, 10, 28, 14, , 
2019/3/6, 49, 13, 16, 22, , 
2019/3/7, 39, 7, 31, 15, , 
2019/3/8, 50, 13, 30, 15, , 
2019/3/9, 50, 11, 28, 14, , 
2019/3/10, 38, 13, 36, 11, , 
2019/3/11, 39, 14, 32, 17, , 
2019/3/12, 44, 16, 31, 19, , 
2019/3/13, 43, 15, 30, 15, , 
2019/3/14, 36, 10, 28, 13, , 
2019/3/15, 40, 6, 25, 9, , 
2019/3/16, 35, 9, 34, 7, , 
2018/10/1, 42, 15, 23, 12, , 
2018/10/2, 61, 14, 18, 13, , 
2018/10/3, 54, 8, 14, 16, , 
2018/11/24, 65, 15, 5, 19, , 
2018/11/25, 61, 25, 1, 16, , 
2018/11/26, 75, 26, 5, 18, , 
2018/11/27, 86, 10, 11, 19, , 
2018/11/28, 52, 13, 15, 16, , 
2018/11/29, 50, 17, 21, 17, , 
2018/11/30, 42, 10, 17, 14, , 
2018/12/10, 63, 30, 4, 29, , 
2018/12/11, 77, 26, 9, 23, , 
2018/12/12, 66, 20, 6, 17, , 
2018/12/13, 66, 22, 8, 20, , 
2018/12/14, 74, 23, 11, 16, , 
2018/12/15, 76, 12, 14, 20, , 
2018/12/16, 58, 15, 20, 21, , 
2018/12/17, 57, 16, 12, 21, , 
2018/12/18, 59, 10, 20, 14, , 
2018/12/19, 24, 12, 23, 13, , 
2018/7/11, 43, 19, 28, 11, , 
2018/7/12, 54, 24, 36, 12, , 
2018/7/13, 57, 25, 44, 14, , 
2018/7/14, 66, 27, 59, 13, , 
2018/7/15, 61, 25, 60, 13, , 
2018/7/16, 65, 27, 50, 18, , 
2018/7/29, 34, , , , , 
2018/7/30, 30, 10, 20, 7, , 
2018/7/31, 25, 8, 28, 6, , 
2018/8/1, 33, 17, 38, 15, , 
2018/8/2, 44, 21, 46, 16, , 
2018/8/3, 59, 28, 83, 17, , 
2018/8/4, 47, 18, 53, 11, , 
2018/8/5, 45, 15, 39, 8, , 
2018/8/7, 54, 25, 64, 18, , 
2018/8/8, 42, 15, 35, 7, , 
2018/8/9, 35, 12, 23, 16, , 
2018/8/10, 29, 8, 27, 6, , 
2018/8/11, 29, 9, 33, 7, , 
2018/8/12, 31, 10, 36, 10, , 
2018/8/13, 30, 9, 22, 7, , 
2018/8/14, 19, 12, 28, 8, , 
2018/8/15, 16, 9, 31, 7, , 
2018/8/16, 48, 20, 41, 26, , 
2018/8/17, 32, 11, 27, 10, , 
2018/8/18, 29, 11, 31, 8, , 
2018/8/19, 48, 16, 30, 10, , 
2018/8/20, 36, 9, 17, 10, , 
2018/8/22, 58, 18, 33, 19, , 
2018/8/23, 48, 15, 27, 8, , 
2018/8/24, 31, 12, 24, 6, , 
2018/8/25, 22, 7, 25, 5, , 
2018/8/26, 31, 11, 31, 10, , 
2018/8/27, 30, 12, 27, 7, , 
2018/8/28, 47, 27, 41, 21, , 
2018/8/29, 56, 16, 26, 18, , 
2018/9/9, 56, 15, 37, 20, , 
2018/9/10, 55, 16, 28, 13, , 
2018/9/11, 67, 20, 38, 24, , 
2018/9/12, 60, 22, 32, 21, , 
2018/9/13, 61, 21, 11, 13, , 
2018/9/14, 52, 16, 32, 14, , 
2018/9/15, 56, 12, 32, 14, , 
2018/9/26, 67, 22, 16, 27, , 
2018/9/27, 75, 39, 13, 46, , 
2018/9/28, 75, 32, 18, 28, , 
2018/9/29, 39, 15, 23, 13, , 
2018/9/30, 58, 18, 26, 17, , 
2018/5/16, 72, 39, 36, 14, , 
2018/5/17, 61, 31, 33, 10, , 
2018/5/18, 54, 29, 28, 12, , 
2018/5/19, 59, 29, 35, 11, , 
2018/5/20, 80, 33, 42, 9, , 
2018/5/21, 52, 18, 42, 12, , 
2018/5/22, 70, 32, 38, 25, , 
2018/5/23, 98, 44, 33, 16, , 
2018/5/24, 92, 33, 45, 16, , 
2018/5/25, 59, 24, 38, 22, , 
2018/5/26, 51, 17, 37, 11, , 
2018/5/27, 50, 18, 48, 12, , 
2018/5/28, 49, 19, 33, 17, , 
2018/5/29, 51, 19, 26, 15, , 
2018/5/30, 49, 17, 35, 14, , 
2018/5/31, 44, 15, 34, 12, , 
2018/6/1, 37, 13, 22, 12, , 
2018/6/2, 46, 15, 33, 10, , 
2018/6/3, 43, 14, 35, 11, , 
2018/6/6, 106, 39, 15, 20, , 
2018/6/7, 53, 18, 35, 10, , 
2018/6/8, 55, 21, 36, 19, , 
2018/6/9, 98, 38, 33, 12, , 
2018/6/10, 114, 44, 28, 12, , 
2018/6/11, 97, 35, 14, 19, , 
2018/6/12, 55, 15, 26, 12, , 
2018/6/13, 37, 12, 21, 11, , 
2018/6/14, 44, 16, 28, 13, , 
2018/6/15, 43, 16, 33, 13, , 
2018/6/16, 43, 12, 33, 8, , 
2018/6/17, 38, 10, 28, 4, , 
2018/6/18, 31, 8, 24, 6, , 
2024/10/23, , 28, 10, 13, , 
2024/6/5, , 23, 36, 9, , 
2024/6/26, , 25, , , , 
2023/7/3, , 19, 29, 8, , 
2023/7/19, , 12, 36, 14, , 
2023/8/31, , 13, 20, 7, , 
2023/5/24, , 28, 39, 9, , 
2023/6/7, , 28, 56, 11, , 
2023/3/26, , 13, 30, 13, , 
2022/8/22, , 9, 29, 9, , 
2022/9/19, , 29, 19, 21, , 
2022/1/29, , 17, 23, 13, , 
2022/2/3, , 6, 24, 10, , 
2022/2/15, , 3, 28, 7, , 
2022/2/16, , 23, 30, 7, , 
2022/2/19, , 12, 33, 5, , 
2022/2/20, , 16, 31, 6, , 
2021/10/1, , 9, 21, 6, , 
2021/10/2, , 6, 27, 6, , 
2021/10/3, , 6, 27, 6, , 
2021/10/4, , 11, 25, 7, , 
2021/10/5, , 8, 28, 7, , 
2021/10/6, , 11, 26, 7, , 
2021/10/7, , 16, 19, 19, , 
2021/10/8, , 17, 21, 16, , 
2021/10/9, , 28, 9, 27, , 
2021/10/10, , 35, 26, 18, , 
2021/10/11, , 22, 21, 13, , 
2021/10/12, , 18, 16, 15, , 
2021/10/13, , 17, 24, 18, , 
2021/10/14, , 29, 20, 25, , 
2021/10/15, , 34, 18, 27, , 
2021/10/16, , 20, 15, 27, , 
2021/10/17, , 17, 25, 15, , 
2021/10/18, , 16, 9, 14, , 
2021/10/19, , 15, 21, 12, , 
2021/10/20, , 13, 31, 7, , 
2021/10/21, , 12, 32, 9, , 
2021/10/22, , 12, 18, 17, , 
2021/10/23, , 14, 17, 17, , 
2021/10/24, , 14, 18, 15, , 
2021/10/25, , 18, 12, 18, , 
2021/10/26, , 9, 20, 11, , 
2021/10/27, , 19, 13, 18, , 
2021/10/28, , 19, 18, 17, , 
2021/10/29, , 14, 17, 15, , 
2021/10/31, , 9, 13, 9, , 
2021/11/30, , 10, 17, 12, , 
2021/12/24, , 14, 9, 16, , 
2021/12/25, , 14, 10, 15, , 
2021/12/26, , 11, 14, 13, , 
2021/12/27, , 12, 22, 11, , 
2021/12/28, , 13, 28, 6, , 
2021/7/13, , 15, 29, 5, , 
2021/7/14, , 16, 29, 7, , 
2021/7/15, , 14, 25, 7, , 
2021/8/20, , 12, 32, 9, , 
2021/8/21, , 7, 26, 2, , 
2021/8/22, , 14, 28, 7, , 
2021/8/23, , 16, 33, 7, , 
2021/8/24, , 15, 35, 7, , 
2021/8/25, , 13, 28, 8, , 
2021/8/26, , 16, 29, 6, , 
2021/8/27, , 13, 26, 6, , 
2021/8/28, , 12, 27, 6, , 
2021/8/29, , 17, 33, 7, , 
2021/8/30, , 21, 33, 9, , 
2021/8/31, , 24, 31, 8, , 
2021/9/1, , 23, 39, 8, , 
2021/9/2, , 30, 49, 11, , 
2021/9/15, , 13, 33, 12, , 
2021/9/16, , 18, 34, 14, , 
2021/9/17, , 11, 31, 9, , 
2021/9/25, , 13, 29, 7, , 
2021/9/26, , 10, 28, 8, , 
2021/9/27, , 14, 28, 8, , 
2021/9/28, , 8, 26, 6, , 
2021/9/29, , 10, 24, 8, , 
2021/9/30, , 11, 22, 11, , 
2021/4/10, , 10, 26, 8, , 
2021/4/11, , 12, 31, 12, , 
2021/4/12, , 9, 22, 9, , 
2021/4/13, , 21, 31, 17, , 
2021/4/14, , 20, 32, 12, , 
2021/4/15, , 36, 16, 18, , 
2021/4/16, , 21, 31, 11, , 
2021/4/23, , 22, 41, 10, , 
2021/5/1, , 19, 36, 9, , 
2021/5/2, , 19, 42, 15, , 
2021/5/3, , 15, 32, 5, , 
2021/5/4, , 11, 30, 7, , 
2021/5/5, , 9, 28, 12, , 
2021/5/6, , 15, 26, 12, , 
2021/5/7, , 12, 25, 10, , 
2021/5/8, , 14, 38, 9, , 
2021/5/18, , 9, 30, 10, , 
2021/5/19, , 11, 30, 7, , 
2021/5/20, , 14, 31, 4, , 
2021/5/29, , 13, 41, 6, , 
2021/5/30, , 18, 45, 10, , 
2021/6/2, , 27, 38, 14, , 
2021/6/3, , 14, 24, 11, , 
2021/6/6, , 16, 37, 9, , 
2021/6/11, , 15, 22, 8, , 
2021/6/15, , 34, 55, 21, , 
2021/6/16, , 14, 45, 6, , 
2021/6/24, , 18, 26, 10, , 
2021/6/25, , 12, 25, 10, , 
2021/1/3, , 19, 5, 11, , 
2021/1/13, , 5, 25, 8, , 
2021/1/26, , 14, 17, 15, , 
2021/1/27, , 21, 20, 10, , 
2021/1/29, , 10, 22, 10, , 
2021/2/6, , 11, 18, 10, , 
2021/2/8, , 32, 11, 16, , 
2021/2/9, , 24, 17, 14, , 
2021/2/10, , 20, 21, 15, , 
2021/2/11, , 16, 21, 13, , 
2021/2/12, , 15, 21, 15, , 
2021/2/13, , 18, 22, 13, , 
2021/2/14, , 20, 12, 20, , 
2021/3/18, , 14, 24, 11, , 
2020/10/10, , 8, 18, 7, , 
2020/10/11, , 12, 18, 12, , 
2020/10/12, , 10, 14, 12, , 
2020/10/13, , 16, 14, 14, , 
2020/10/14, , 15, 13, 12, , 
2020/10/15, , 18, 10, 14, , 
2020/10/16, , 23, 9, 15, , 
2020/10/17, , 22, 21, 19, , 
2020/10/18, , 27, 20, 20, , 
2020/10/19, , 13, 12, 16, , 
2020/11/11, , 14, 22, 11, , 
2020/11/12, , 18, 14, 14, , 
2020/11/13, , 15, 23, 7, , 
2020/11/14, , 12, 28, 3, , 
2020/11/15, , 15, 26, 6, , 
2020/11/16, , 16, 19, 11, , 
2020/11/30, , 16, 15, 16, , 
2020/12/1, , 18, 15, 15, , 
2020/12/2, , 11, 19, 11, , 
2020/12/3, , 6, 24, 8, , 
2020/12/4, , 8, 17, 11, , 
2020/12/5, , 14, 13, 14, , 
2020/12/6, , 29, 2, 18, , 
2020/12/7, , 22, 3, 15, , 
2020/12/8, , 27, 8, 19, , 
2020/12/16, , 12, 13, 14, , 
2020/12/17, , 17, 7, 17, , 
2020/12/18, , 12, 16, 13, , 
2020/12/19, , 14, 20, 8, , 
2020/12/20, , 8, 17, 10, , 
2020/12/21, , 3, 20, 6, , 
2020/12/23, , 11, 22, 10, , 
2020/12/24, , 8, 19, 11, , 
2020/12/25, , 11, 19, 11, , 
2020/12/26, , 5, 25, 5, , 
2020/12/27, , 7, 22, 10, , 
2020/12/28, , 9, 14, 11, , 
2020/12/29, , 12, 18, 12, , 
2020/12/30, , 11, 19, 14, , 
2020/12/31, , 25, 10, 18, , 
2021/1/1, , 42, 2, 22, , 
2021/1/2, , 34, 3, 15, , 
2020/7/1, , 9, 22, 5, , 
2020/7/22, , 23, 35, 9, , 
2020/7/23, , 28, 43, 16, , 
2020/7/24, , 14, 31, 6, , 
2020/7/25, , 13, 24, 8, , 
2020/7/26, , 7, 23, 2, , 
2020/8/11, , 36, 67, 25, , 
2020/8/14, , 10, 33, 4, , 
2020/8/15, , 10, 40, 5, , 
2020/8/16, , 13, 39, 8, , 
2020/8/17, , 8, 27, 5, , 
2020/8/18, , 8, 30, 6, , 
2020/8/19, , 12, 25, 9, , 
2020/8/20, , 14, 40, 9, , 
2020/8/21, , 13, 30, 4, , 
2020/8/22, , 14, 31, 2, , 
2020/8/23, , 9, 27, 2, , 
2020/8/24, , 11, 26, 5, , 
2020/8/25, , 15, 29, 10, , 
2020/8/26, , 13, 26, 3, , 
2020/8/27, , 18, 29, 8, , 
2020/8/28, , 10, 21, 4, , 
2020/8/29, , 8, 22, 5, , 
2020/8/30, , 9, 25, 5, , 
2020/8/31, , 14, 27, 9, , 
2020/9/1, , 19, 30, 13, , 
2020/9/2, , 20, 36, 14, , 
2020/9/3, , 17, 33, 15, , 
2020/9/4, , 14, 36, 11, , 
2020/9/5, , 12, 25, 7, , 
2020/9/6, , 12, 23, 6, , 
2020/9/7, , 17, 26, 12, , 
2020/9/8, , 15, 24, 13, , 
2020/9/9, , 21, 26, 11, , 
2020/9/10, , 20, 19, 11, , 
2020/9/11, , 26, 27, 16, , 
2020/9/12, , 19, 32, 10, , 
2020/9/13, , 19, 40, 17, , 
2020/9/14, , 32, 47, 32, , 
2020/9/15, , 37, 63, 33, , 
2020/9/16, , 41, 56, 21, , 
2020/3/31, , 21, 36, 11, , 
2020/4/2, , 18, 28, 8, , 
2020/4/12, , 23, 32, , , 
2020/4/13, , 16, 36, 3, , 
2020/4/14, , 17, 40, 6, , 
2020/4/15, , 18, 40, 11, , 
2020/4/16, , 21, 40, 12, , 
2020/4/17, , 8, 34, 3, , 
2020/4/18, , 25, 41, 3, , 
2020/4/19, , 27, 39, 4, , 
2020/4/20, , 18, 40, 5, , 
2020/4/21, , 21, 45, 6, , 
2020/1/1, , 25, 2, 14, , 
2020/1/2, , 13, 12, 16, , 
2020/1/3, , 10, 19, 11, , 
2020/1/4, , 16, 16, 17, , 
2020/1/5, , 12, 19, 17, , 
2020/1/6, , 18, 17, 17, , 
2020/1/7, , 15, 14, 17, , 
2020/1/8, , 10, 15, 13, , 
2020/1/9, , 9, 21, 9, , 
2020/1/10, , 10, 23, 14, , 
2020/1/11, , 11, 21, 17, , 
2020/1/12, , 13, 17, 13, , 
2020/1/13, , 9, 18, 11, , 
2020/1/14, , 8, 22, 6, , 
2020/1/15, , 12, 20, 13, , 
2020/1/16, , 17, 12, 22, , 
2020/1/17, , 11, 23, 12, , 
2020/1/18, , 14, 20, 18, , 
2020/1/19, , 21, 18, 20, , 
2020/1/20, , 26, 11, 22, , 
2020/1/21, , 18, 4, 25, , 
2020/1/22, , 25, 3, 24, , 
2020/1/23, , 27, 7, 21, , 
2020/1/24, , 46, 2, 20, , 
2020/1/25, , 56, 2, 25, , 
2020/1/26, , 44, 11, 21, , 
2020/1/27, , 11, 25, 10, , 
2020/1/28, , 7, 28, 8, , 
2020/1/29, , 11, 26, 12, , 
2020/1/30, , 12, 18, 19, , 
2020/1/31, , 4, 18, 10, , 
2020/2/1, , 5, 23, 7, , 
2020/2/2, , 5, 22, 8, , 
2020/2/3, , 10, 27, 10, , 
2020/2/4, , 12, 25, 10, , 
2020/2/5, , 14, 19, 18, , 
2020/2/6, , 24, 12, 26, , 
2020/2/7, , 23, 8, 24, , 
2020/2/8, , 19, 15, 17, , 
2020/2/9, , 10, 25, 5, , 
2020/2/10, , 15, 29, 5, , 
2020/2/11, , 8, 28, 7, , 
2020/2/12, , 11, 23, 12, , 
2020/2/13, , 13, 26, 10, , 
2020/2/14, , 19, 24, 12, , 
2020/2/15, , 22, 23, 12, , 
2020/2/16, , 9, 28, 4, , 
2020/2/17, , 8, 26, 7, , 
2020/2/18, , 12, 24, 9, , 
2020/2/19, , 12, 25, 10, , 
2020/2/20, , 12, 22, 10, , 
2020/2/21, , 15, 22, 12, , 
2020/2/22, , 15, 22, 9, , 
2020/2/23, , 5, 21, 6, , 
2020/2/24, , 4, 19, 7, , 
2020/2/25, , 6, 26, 8, , 
2020/2/26, , 8, 26, 10, , 
2020/2/27, , 9, 20, 13, , 
2020/2/28, , 19, 17, 17, , 
2020/2/29, , 26, 29, 7, , 
2020/3/1, , 8, 28, 10, , 
2020/3/2, , 7, 22, 13, , 
2020/3/29, , 18, 30, 4, , 
2019/10/1, , 9, 23, 11, , 
2019/10/3, , 25, 22, 10, , 
2019/10/4, , 17, 18, 10, , 
2019/10/5, , 8, 26, 7, , 
2019/10/6, , 10, 26, 7, , 
2019/10/7, , 13, 23, 8, , 
2019/10/8, , 7, 20, 11, , 
