date, pm25, pm10, o3, no2, so2, co
2015/6/18, , 10, 29, 13, , 
2015/6/19, , 21, 24, 11, , 
2015/6/20, , 17, 22, 5, , 
2015/6/21, , 11, 18, 9, , 
2015/6/22, , 15, 22, 13, , 
2015/6/23, , 13, 34, 18, , 
2015/6/24, , 19, 46, 24, , 
2015/6/25, , 22, 49, 24, , 
2015/6/26, , 25, 30, 7, , 
2015/6/27, , 12, 41, 8, , 
2015/6/28, , 13, 32, 13, , 
2015/6/29, , 15, 42, 19, , 
2015/6/30, , 22, 70, 22, , 
2015/1/1, , 51, 9, 26, , 
2015/1/2, , 25, 16, 17, , 
2015/1/3, , 16, 15, 19, , 
2015/1/4, , 15, 1, 30, , 
2015/1/5, , 27, 2, 22, , 
2015/1/6, , 24, 7, 25, , 
2015/1/7, , 26, 18, 18, , 
2015/1/8, , 16, 17, 12, , 
2015/1/9, , 10, 19, 10, , 
2015/1/10, , 8, 21, 10, , 
2015/1/11, , 16, 18, 13, , 
2015/1/12, , 16, 20, 15, , 
2015/1/13, , 14, 22, 16, , 
2015/1/14, , 10, 20, 12, , 
2015/1/15, , 12, 10, 23, , 
2015/1/16, , 17, 11, 22, , 
2015/1/17, , 22, 12, 18, , 
2015/1/18, , 18, 6, 26, , 
2015/1/19, , 20, 4, 31, , 
2015/1/20, , 39, 4, 25, , 
2015/1/21, , 27, 2, 27, , 
2015/1/22, , 48, 4, 24, , 
2015/1/23, , 49, 11, 24, , 
2015/1/24, , 28, 12, 27, , 
2015/1/25, , 35, 12, 21, , 
2015/1/26, , 17, 8, 30, , 
2015/1/27, , 25, 22, 17, , 
2015/1/28, , 15, 24, 16, , 
2015/1/29, , 10, 18, 24, , 
2015/1/30, , 13, 16, 19, , 
2015/1/31, , 11, 14, 16, , 
2015/2/1, , 13, 11, 26, , 
2015/2/2, , 19, 9, 32, , 
2015/2/3, , 27, 11, 25, , 
2015/2/4, , 28, 10, 20, , 
2015/2/5, , 26, 9, 19, , 
2015/2/6, , 36, 14, 22, , 
2015/2/7, , 35, 19, 20, , 
2015/2/8, , 30, 5, 27, , 
2015/2/9, , 38, 13, 21, , 
2015/2/10, , 27, 7, 23, , 
2015/2/11, , 35, 3, 44, , 
2015/2/12, , 70, 20, 23, , 
2015/2/13, , 40, 17, 20, , 
2015/2/14, , 12, 11, 22, , 
2015/2/15, , 19, 9, 27, , 
2015/2/16, , 32, 6, 24, , 
2015/2/17, , 26, 3, 30, , 
2015/2/18, , 46, 15, 23, , 
2015/2/19, , 38, 20, 15, , 
2015/2/20, , 15, 15, 20, , 
2015/2/21, , 13, 24, 16, , 
2015/2/22, , 15, 24, 15, , 
2015/2/23, , 12, 19, 18, , 
2015/2/24, , 18, 12, 27, , 
2015/2/25, , 20, 21, 21, , 
2015/2/26, , 16, 19, 23, , 
2015/2/27, , 21, 24, 21, , 
2015/2/28, , 19, 27, 9, , 
2015/3/1, , 17, 27, 13, , 
2015/3/2, , 15, 21, 19, , 
2015/3/3, , 18, 18, 23, , 
2015/3/4, , 19, 17, 30, , 
2015/3/5, , 31, 14, 37, , 
2015/3/6, , 34, 13, 37, , 
2015/3/7, , 41, 17, 31, , 
2015/3/8, , 39, 15, 24, , 
2015/3/9, , 28, 6, 28, , 
2015/3/10, , 35, 15, 25, , 
2015/3/11, , 45, 20, 24, , 
2015/3/12, , 27, 18, 25, , 
2015/3/13, , 30, 20, 20, , 
2015/3/14, , 38, 8, 16, , 
2015/3/15, , 38, 13, 26, , 
2015/3/16, , 41, 18, 41, , 
2015/3/17, , 60, 18, 26, , 
2015/3/18, , 69, 19, 21, , 
2015/3/19, , 44, 15, 23, , 
2015/3/20, , 72, 14, 20, , 
2015/3/21, , 46, 15, 15, , 
2015/3/22, , 19, 15, 25, , 
2015/3/23, , 35, 12, 27, , 
2015/3/24, , 30, 14, 24, , 
2015/3/25, , 20, 13, 24, , 
2015/3/26, , 20, 21, 19, , 
2015/3/27, , 18, 18, 12, , 
2015/3/28, , 11, 25, 7, , 
2015/3/29, , 7, 26, 12, , 
2015/3/30, , 9, 28, 8, , 
2015/3/31, , 16, 25, 13, , 
2014/10/1, , 24, 14, 25, , 
2014/10/2, , 25, 22, 32, , 
2014/10/3, , 33, 30, 24, , 
2014/10/4, , 27, 19, 14, , 
2014/10/5, , 12, 14, 19, , 
2014/10/6, , 15, 20, 12, , 
2014/10/7, , 10, 17, 17, , 
2014/10/8, , 12, 23, 13, , 
2014/10/9, , 17, 16, 20, , 
2014/10/10, , 22, 21, 17, , 
2014/10/11, , 19, 10, 19, , 
2014/10/12, , 20, 25, 11, , 
2014/10/13, , 10, 24, 20, , 
2014/10/14, , 11, 4, 30, , 
2014/10/15, , 25, 18, 14, , 
2014/10/16, , 14, 19, 18, , 
2014/10/17, , 10, 15, 21, , 
2014/10/18, , 17, 20, 17, , 
2014/10/19, , 18, 14, 18, , 
2014/10/20, , 16, 21, 12, , 
2014/10/21, , 14, 19, 20, , 
2014/10/22, , 21, 20, 15, , 
2014/10/23, , 23, 16, 20, , 
2014/10/24, , 22, 7, 23, , 
2014/10/25, , 25, 14, 20, , 
2014/10/26, , 27, 6, 25, , 
2014/10/27, , 27, 6, 17, , 
2014/10/28, , 23, 7, 24, , 
2014/10/29, , 33, 6, 29, , 
2014/10/30, , 36, 7, 28, , 
2014/10/31, , 28, 12, 20, , 
2014/11/1, , 25, 20, 8, , 
2014/11/2, , 14, 21, 13, , 
2014/11/3, , 11, 18, 20, , 
2014/11/4, , 12, 14, 21, , 
2014/11/5, , 15, 13, 23, , 
2014/11/6, , 22, 20, 15, , 
2014/11/7, , 12, 15, 17, , 
2014/11/8, , 16, 12, 17, , 
2014/11/9, , 12, 12, 23, , 
2014/11/10, , 17, 15, 20, , 
2014/11/11, , 15, 18, 20, , 
2014/11/12, , 14, 9, 21, , 
2014/11/13, , 17, 7, 22, , 
2014/11/14, , 15, 11, 21, , 
2014/11/15, , 15, 12, 18, , 
2014/11/16, , 11, 15, 22, , 
2014/11/17, , 11, 7, 25, , 
2014/11/18, , 20, 3, 23, , 
2014/11/19, , 28, 4, 17, , 
2014/11/20, , 27, 1, 18, , 
2014/11/21, , 33, 2, 21, , 
2014/11/22, , 30, 4, 20, , 
2014/11/23, , 28, 12, 22, , 
2014/11/24, , 16, 5, 18, , 
2014/11/25, , 31, 1, 17, , 
2014/11/26, , 23, 3, 20, , 
2014/11/27, , 21, 2, 22, , 
2014/11/28, , 26, 2, 15, , 
2014/11/29, , 35, 1, 16, , 
2014/11/30, , 30, 1, 18, , 
2014/12/1, , 24, 1, 21, , 
2014/12/2, , 25, 2, 20, , 
2014/12/3, , 34, 1, 16, , 
2014/12/4, , 31, 1, 16, , 
2014/12/5, , 21, 7, 26, , 
2014/12/6, , 26, 9, 24, , 
2014/12/7, , 20, 8, 28, , 
2014/12/8, , 16, 6, 29, , 
2014/12/9, , 24, 14, 23, , 
2014/12/10, , 14, 19, 16, , 
2014/12/11, , 13, 21, 16, , 
2014/12/12, , 9, 13, 26, , 
2014/12/13, , 10, 4, 29, , 
2014/12/14, , 27, 4, 25, , 
2014/12/15, , 19, 8, 29, , 
2014/12/16, , 18, 15, 21, , 
2014/12/17, , 8, 17, 14, , 
2014/12/18, , 5, 20, 15, , 
2014/12/19, , 9, 19, 17, , 
2014/12/20, , 13, 18, 15, , 
2014/12/21, , 11, 22, 15, , 
2014/12/22, , 9, 16, 16, , 
2014/12/23, , 9, 15, 16, , 
2014/12/24, , 19, 16, 18, , 
2014/12/25, , 18, 9, 24, , 
2014/12/26, , 20, 21, 12, , 
2014/12/27, , 11, 13, 17, , 
2014/12/28, , 20, , , , 
2014/7/1, , 22, 41, 17, , 
2014/7/2, , 20, 50, 25, , 
2014/7/3, , 23, 34, 24, , 
2014/7/4, , 23, 22, 6, , 
2014/7/5, , 13, 23, 7, , 
2014/7/6, , 10, 17, 20, , 
2014/7/7, , 20, 19, 18, , 
2014/7/8, , 13, 17, 15, , 
2014/7/9, , 21, 17, 15, , 
2014/7/10, , 15, 18, 17, , 
2014/7/11, , 14, 36, 11, , 
2014/7/12, , 18, 19, 7, , 
2014/7/13, , 11, 31, 8, , 
2014/7/14, , 16, 29, 19, , 
2014/7/15, , 21, 48, 26, , 
2014/7/16, , 28, 43, 18, , 
2014/7/17, , 32, 63, 21, , 
2014/7/18, , 34, 50, 15, , 
2014/7/19, , 32, 27, 9, , 
2014/7/20, , 17, 35, 11, , 
2014/7/21, , 21, 45, 15, , 
2014/7/22, , 23, 41, 16, , 
2014/7/23, , 35, 48, 20, , 
2014/7/24, , 30, 46, 18, , 
2014/7/25, , 26, 36, 12, , 
2014/7/26, , 24, 47, 10, , 
2014/7/27, , 22, 31, 11, , 
2014/7/28, , 16, 21, 13, , 
2014/7/29, , 17, 32, 15, , 
2014/7/30, , 21, 38, 17, , 
2014/7/31, , 22, 42, 15, , 
2014/8/1, , 25, 29, 8, , 
2014/8/2, , 16, 27, 10, , 
2014/8/3, , 9, 26, 14, , 
2014/8/4, , 13, 35, 14, , 
2014/8/5, , 17, 13, 20, , 
2014/8/6, , 16, 15, 20, , 
2014/8/7, , 19, 17, 10, , 
2014/8/8, , 11, 27, 8, , 
2014/8/9, , 9, 24, 8, , 
2014/8/10, , 11, 26, 6, , 
2014/8/11, , 11, 24, 7, , 
2014/8/12, , 9, 23, 12, , 
2014/8/13, , 12, 26, 7, , 
2014/8/14, , 10, 27, 6, , 
2014/8/15, , 11, 33, 8, , 
2014/8/16, , 14, 62, 4, , 
2014/8/17, , 9, 26, 8, , 
2014/8/18, , 10, 25, 9, , 
2014/8/19, , 12, 24, 15, , 
2014/8/20, , 11, 29, 13, , 
2014/8/21, , 10, 27, 10, , 
2014/8/22, , 9, 31, 7, , 
2014/8/23, , 9, 30, 8, , 
2014/8/24, , 7, 18, 15, , 
2014/8/25, , 10, 22, 11, , 
2014/8/26, , 7, 18, 14, , 
2014/8/27, , 11, 15, 14, , 
2014/8/28, , 11, 25, 14, , 
2014/8/29, , 12, 20, 8, , 
2014/8/30, , 13, 25, 8, , 
2014/8/31, , 13, 29, 19, , 
2014/9/1, , 19, 21, 18, , 
2014/9/2, , 20, 27, 18, , 
2014/9/3, , 25, 15, 21, , 
2014/9/4, , 28, 19, 20, , 
2014/9/5, , 34, 29, 20, , 
2014/9/6, , 44, 39, 19, , 
2014/9/7, , 40, 37, 21, , 
2014/9/8, , 40, 29, 20, , 
2014/9/9, , 40, 24, 17, , 
2014/9/10, , 33, 23, 21, , 
2014/9/11, , 35, 26, 22, , 
2014/9/12, , 30, 31, 17, , 
2014/9/13, , 34, 28, 14, , 
2014/9/14, , 29, 29, 21, , 
2014/9/15, , 33, 33, 30, , 
2014/9/16, , 34, 21, 27, , 
2014/9/17, , 30, 20, 29, , 
2014/9/18, , 24, 17, 24, , 
2014/9/19, , 22, 27, 21, , 
2014/9/20, , 17, 26, 14, , 
2014/9/21, , 21, 24, 17, , 
2014/9/22, , 32, 22, 21, , 
2014/9/23, , 48, 26, 22, , 
2014/9/24, , 44, 21, 23, , 
2014/9/25, , 21, 22, 31, , 
2014/9/26, , 29, 25, 23, , 
2014/9/27, , 21, 29, 17, , 
2014/9/28, , 17, 21, 22, , 
2014/9/29, , 20, 20, 28, , 
2014/9/30, , 27, 14, 26, , 
2014/4/1, , 38, 15, 28, , 
2014/4/2, , 34, 23, 20, , 
2014/4/3, , 35, 13, 23, , 
2014/4/4, , 25, 94, 17, , 
2014/4/5, , 16, , 9, , 
2014/4/6, , 9, 24, 13, , 
2014/4/7, , 15, 30, 12, , 
2014/4/8, , 13, 24, 25, , 
2014/4/9, , 25, 24, 28, , 
2014/4/10, , 36, 27, 23, , 
2014/4/11, , 42, 32, 19, , 
2014/4/12, , 37, 28, 12, , 
2014/4/13, , 16, 27, 17, , 
2014/4/14, , 23, 20, 20, , 
2014/4/15, , 23, 28, 20, , 
2014/4/16, , 26, 31, 23, , 
2014/4/17, , 22, 29, 17, , 
2014/4/18, , 25, 26, 16, , 
2014/4/19, , 21, 35, 13, , 
2014/4/20, , 17, 34, 20, , 
2014/4/21, , 16, 31, 20, , 
2014/4/22, , 15, 33, 20, , 
2014/4/23, , 18, 25, 25, , 
2014/4/24, , 34, 23, 19, , 
2014/4/25, , 30, 18, 18, , 
2014/4/26, , 13, 29, 11, , 
2014/4/27, , 8, 23, 18, , 
2014/4/28, , 11, 17, 24, , 
2014/4/30, , 24, 18, 18, , 
2014/5/1, , 14, 27, 18, , 
2014/5/2, , 22, 32, 16, , 
2014/5/3, , 17, 37, 18, , 
2014/5/4, , 26, 39, 25, , 
2014/5/5, , 26, 29, 16, , 
2014/5/6, , 13, 27, 11, , 
2014/5/7, , 10, 25, 8, , 
2014/5/8, , 10, 29, 9, , 
2014/5/9, , 9, 25, 9, , 
2014/5/10, , 11, 29, 6, , 
2014/5/11, , 9, 24, 12, , 
2014/5/12, , 8, 23, 14, , 
2014/5/13, , 12, 27, 19, , 
2014/5/14, , 17, 32, 18, , 
2014/5/15, , 23, 32, 19, , 
2014/5/16, , 23, 42, 19, , 
2014/5/17, , 29, 45, 18, , 
2014/5/18, , 26, 43, 18, , 
2014/5/19, , 18, 30, 18, , 
2014/5/20, , 12, 23, 23, , 
2014/5/21, , 18, 30, 13, , 
2014/5/22, , 9, 27, 12, , 
2014/5/23, , 12, 27, 9, , 
2014/5/24, , 9, 31, 14, , 
2014/5/25, , 13, 19, 23, , 
2014/5/26, , 17, 23, 12, , 
2014/5/27, , 16, 24, 14, , 
2014/5/28, , 13, 33, 11, , 
2014/5/29, , 13, 30, 21, , 
2014/5/30, , 18, 34, 14, , 
2014/5/31, , 29, 33, 14, , 
2014/6/1, , 20, 35, 18, , 
2014/6/2, , 28, 28, 18, , 
2014/6/3, , 17, 22, 13, , 
2014/6/4, , 8, 29, 11, , 
2014/6/5, , 12, 38, 21, , 
2014/6/6, , 21, 39, 13, , 
2014/6/7, , 22, 37, 11, , 
2014/6/8, , 16, 33, 17, , 
2014/6/9, , 16, 14, 24, , 
2014/6/10, , 20, 33, 15, , 
2014/6/11, , 18, 37, 16, , 
2014/6/12, , 19, 42, 19, , 
2014/6/13, , 28, 26, 12, , 
2014/6/14, , 19, 33, 9, , 
2014/6/15, , 20, 29, 12, , 
2014/6/16, , 19, 23, 14, , 
2014/6/17, , 22, 31, 12, , 
2014/6/18, , 24, 23, 14, , 
2014/6/19, , 17, 22, 13, , 
2014/6/20, , 20, 31, 14, , 
2014/6/21, , 17, 43, 14, , 
2014/6/22, , 21, 29, 16, , 
2014/6/23, , 20, 39, 16, , 
2014/6/24, , 24, 31, 14, , 
2014/6/25, , 21, 40, 22, , 
2014/6/26, , 24, 28, 13, , 
2014/6/27, , 19, 16, 17, , 
2014/6/28, , 14, 21, 9, , 
2014/6/29, , 12, 28, 17, , 
2014/6/30, , 18, 33, 18, , 
2014/1/1, , 9, 20, 15, , 
2014/1/2, , 11, 22, 11, , 
2014/1/3, , 16, 23, 15, , 
2014/1/4, , 13, 19, 12, , 
2014/1/5, , 9, 20, 11, , 
2014/1/6, , 7, 17, 16, , 
2014/1/7, , 12, 12, 21, , 
2014/1/8, , 16, 15, 16, , 
2014/1/9, , 11, 9, 23, , 
2014/1/10, , 16, 3, 31, , 
2014/1/11, , 29, 5, 21, , 
2014/1/12, , 25, 12, 21, , 
2014/1/13, , 14, 15, 22, , 
2014/1/14, , 8, 13, 21, , 
2014/1/15, , 9, 20, 17, , 
2014/1/16, , 5, 15, 20, , 
2014/1/17, , 9, 6, 24, , 
2014/1/18, , 15, 12, 22, , 
2014/1/19, , 13, 2, 32, , 
2014/1/20, , 24, 10, 18, , 
2014/1/21, , 20, 8, 23, , 
2014/1/22, , 95, 15, 21, , 
2014/1/23, , 16, 8, 26, , 
2014/1/24, , 18, 21, 20, , 
2014/1/25, , 15, 24, 16, , 
2014/1/26, , 18, 20, 15, , 
2014/1/27, , 12, 14, 18, , 
2014/1/28, , 12, 7, 25, , 
2014/1/29, , 13, 3, 26, , 
2014/1/30, , 18, 16, 23, , 
2014/1/31, , 24, 20, 15, , 
2014/2/1, , 9, 18, 18, , 
2014/2/2, , 17, 16, 23, , 
2014/2/3, , 19, 16, 16, , 
2014/2/4, , 11, 19, 14, , 
2014/2/5, , 11, 14, 21, , 
2014/2/6, , 16, 24, 12, , 
2014/2/7, , 10, 23, 10, , 
2014/2/8, , 7, 24, 9, , 
2014/2/9, , 9, 18, 23, , 
2014/2/10, , 15, 17, 16, , 
2014/2/11, , 15, 20, 15, , 
2014/2/12, , 14, 18, 18, , 
2014/2/13, , 12, 28, 21, , 
2014/2/14, , 12, 25, 10, , 
2014/2/15, , 14, 21, 11, , 
2014/2/16, , 13, 13, 22, , 
2014/2/17, , 15, 10, 24, , 
2014/2/18, , 21, 15, 18, , 
2014/2/19, , 12, 22, 16, , 
2014/2/20, , 9, 23, 12, , 
2014/2/21, , 9, 18, 20, , 
2014/2/22, , 11, 24, 16, , 
2014/2/23, , 17, 20, 23, , 
2014/2/24, , 16, 23, 14, , 
2014/2/25, , 11, 17, 19, , 
2014/2/26, , 20, 17, 19, , 
2014/2/27, , 13, 16, 22, , 
2014/2/28, , 13, 15, 25, , 
2014/3/1, , 23, 22, 24, , 
2014/3/2, , 29, 20, 16, , 
2014/3/3, , 10, 15, 27, , 
2014/3/4, , 22, 18, 38, , 
2014/3/5, , 30, 20, 39, , 
2014/3/6, , 41, 19, 36, , 
2014/3/7, , 46, 23, 29, , 
2014/3/8, , 48, 28, 33, , 
2014/3/9, , 37, 25, 39, , 
2014/3/10, , 54, 12, 23, , 
2014/3/11, , 69, 18, 34, , 
2014/3/12, , 69, 20, 46, , 
2014/3/13, , 73, 12, 37, , 
2014/3/14, , 82, 21, 16, , 
2014/3/15, , 47, 24, 14, , 
2014/3/16, , 20, 14, 22, , 
2014/3/17, , 26, 24, 14, , 
2014/3/18, , 22, 19, 20, , 
2014/3/19, , 26, 31, 20, , 
2014/3/20, , 27, 27, 12, , 
2014/3/21, , 14, 27, 10, , 
2014/3/22, , 8, 25, 11, , 
2014/3/23, , 9, 17, 24, , 
2014/3/24, , 20, 15, 24, , 
2014/3/25, , 17, 16, 26, , 
2014/3/26, , 37, 23, 28, , 
2014/3/27, , 36, 30, 29, , 
2014/3/28, , 38, 32, 27, , 
2014/3/29, , 30, 23, 32, , 
2014/3/30, , 28, 22, 29, , 
2014/3/31, , 38, 28, 29, , 
2023/5/23, , , 35, 8, , 
2021/1/28, , , 26, 7, , 
2021/2/7, , , 15, 13, , 
2020/12/22, , , 26, 7, , 
2019/10/2, , , 16, 24, , 
2018/1/9, , , 13, 18, , 
2017/10/17, , , 13, 23, , 
2017/1/15, , , 1, 23, , 
2016/11/8, , , 16, 15, , 
2016/7/16, , , 35, 9, , 
2016/9/7, , , 27, 29, , 
2016/9/15, , , 22, 12, , 
2016/1/1, , , 18, 13, , 
2015/5/28, , , 32, 9, , 
2014/12/31, , , 14, 33, , 
2014/4/29, , , 22, 24, , 
2013/12/31, , , 20, 11, , 
2023/7/11, , , , 35, , 
